,book_id,original_title,user_id,rating
37,1,Harry Potter and the Half-Blood Prince,20467,3
38,1,Harry Potter and the Half-Blood Prince,20848,5
39,1,Harry Potter and the Half-Blood Prince,21228,5
40,1,Harry Potter and the Half-Blood Prince,21487,4
41,1,Harry Potter and the Half-Blood Prince,21713,5
42,1,Harry Potter and the Half-Blood Prince,22602,4
43,1,Harry Potter and the Half-Blood Prince,23576,4
44,1,Harry Potter and the Half-Blood Prince,23612,4
45,1,Harry Potter and the Half-Blood Prince,24326,5
46,1,Harry Potter and the Half-Blood Prince,24389,4
47,1,Harry Potter and the Half-Blood Prince,24499,5
48,1,Harry Potter and the Half-Blood Prince,24834,4
49,1,Harry Potter and the Half-Blood Prince,24845,5
50,1,Harry Potter and the Half-Blood Prince,25164,4
51,1,Harry Potter and the Half-Blood Prince,25182,5
52,1,Harry Potter and the Half-Blood Prince,25214,4
53,1,Harry Potter and the Half-Blood Prince,26145,4
54,1,Harry Potter and the Half-Blood Prince,26629,4
55,1,Harry Potter and the Half-Blood Prince,26661,4
56,1,Harry Potter and the Half-Blood Prince,28158,4
57,1,Harry Potter and the Half-Blood Prince,28767,5
58,1,Harry Potter and the Half-Blood Prince,29123,3
59,1,Harry Potter and the Half-Blood Prince,29703,5
60,1,Harry Potter and the Half-Blood Prince,30681,5
61,1,Harry Potter and the Half-Blood Prince,31001,4
62,1,Harry Potter and the Half-Blood Prince,32055,4
63,1,Harry Potter and the Half-Blood Prince,32305,5
64,1,Harry Potter and the Half-Blood Prince,32592,4
65,1,Harry Potter and the Half-Blood Prince,32635,5
66,1,Harry Potter and the Half-Blood Prince,32748,5
67,1,Harry Potter and the Half-Blood Prince,32923,5
68,1,Harry Potter and the Half-Blood Prince,33065,4
69,1,Harry Potter and the Half-Blood Prince,33697,4
70,1,Harry Potter and the Half-Blood Prince,33716,5
71,1,Harry Potter and the Half-Blood Prince,33872,5
72,1,Harry Potter and the Half-Blood Prince,33890,3
73,1,Harry Potter and the Half-Blood Prince,37284,5
74,1,Harry Potter and the Half-Blood Prince,37834,5
75,1,Harry Potter and the Half-Blood Prince,38080,4
76,1,Harry Potter and the Half-Blood Prince,38082,5
77,1,Harry Potter and the Half-Blood Prince,38475,4
78,1,Harry Potter and the Half-Blood Prince,39423,3
79,1,Harry Potter and the Half-Blood Prince,41074,3
80,1,Harry Potter and the Half-Blood Prince,42404,5
81,1,Harry Potter and the Half-Blood Prince,43985,4
82,1,Harry Potter and the Half-Blood Prince,44243,2
83,1,Harry Potter and the Half-Blood Prince,44397,5
84,1,Harry Potter and the Half-Blood Prince,45269,4
85,1,Harry Potter and the Half-Blood Prince,45493,5
86,1,Harry Potter and the Half-Blood Prince,46977,4
87,1,Harry Potter and the Half-Blood Prince,47476,4
88,1,Harry Potter and the Half-Blood Prince,47746,5
89,1,Harry Potter and the Half-Blood Prince,47800,5
90,1,Harry Potter and the Half-Blood Prince,48482,3
91,1,Harry Potter and the Half-Blood Prince,49298,4
92,1,Harry Potter and the Half-Blood Prince,50104,5
93,1,Harry Potter and the Half-Blood Prince,50342,3
94,1,Harry Potter and the Half-Blood Prince,51166,4
95,1,Harry Potter and the Half-Blood Prince,51460,3
96,1,Harry Potter and the Half-Blood Prince,51480,1
97,1,Harry Potter and the Half-Blood Prince,51838,5
98,1,Harry Potter and the Half-Blood Prince,52036,2
99,1,Harry Potter and the Half-Blood Prince,53245,4
100,2,Harry Potter and the Order of the Phoenix,1169,3
101,2,Harry Potter and the Order of the Phoenix,3022,4
102,2,Harry Potter and the Order of the Phoenix,3922,5
103,2,Harry Potter and the Order of the Phoenix,5115,4
104,2,Harry Potter and the Order of the Phoenix,5436,5
105,2,Harry Potter and the Order of the Phoenix,5461,4
106,2,Harry Potter and the Order of the Phoenix,5885,4
107,2,Harry Potter and the Order of the Phoenix,6063,1
108,2,Harry Potter and the Order of the Phoenix,6342,3
109,2,Harry Potter and the Order of the Phoenix,6630,5
110,2,Harry Potter and the Order of the Phoenix,8167,2
111,2,Harry Potter and the Order of the Phoenix,9731,4
112,2,Harry Potter and the Order of the Phoenix,10111,5
113,2,Harry Potter and the Order of the Phoenix,10140,3
114,2,Harry Potter and the Order of the Phoenix,10288,5
115,2,Harry Potter and the Order of the Phoenix,10509,2
116,2,Harry Potter and the Order of the Phoenix,10610,5
117,2,Harry Potter and the Order of the Phoenix,10751,3
118,2,Harry Potter and the Order of the Phoenix,10944,5
119,2,Harry Potter and the Order of the Phoenix,11285,4
120,2,Harry Potter and the Order of the Phoenix,11408,5
121,2,Harry Potter and the Order of the Phoenix,11691,4
122,2,Harry Potter and the Order of the Phoenix,11692,3
123,2,Harry Potter and the Order of the Phoenix,11868,5
124,2,Harry Potter and the Order of the Phoenix,11927,5
125,2,Harry Potter and the Order of the Phoenix,11945,5
126,2,Harry Potter and the Order of the Phoenix,12874,4
127,2,Harry Potter and the Order of the Phoenix,12946,5
128,2,Harry Potter and the Order of the Phoenix,13282,5
129,2,Harry Potter and the Order of the Phoenix,13794,1
130,2,Harry Potter and the Order of the Phoenix,14372,3
131,2,Harry Potter and the Order of the Phoenix,14546,5
132,2,Harry Potter and the Order of the Phoenix,14603,4
133,2,Harry Potter and the Order of the Phoenix,15604,4
134,2,Harry Potter and the Order of the Phoenix,16913,2
135,2,Harry Potter and the Order of the Phoenix,17434,5
136,2,Harry Potter and the Order of the Phoenix,17566,4
137,2,Harry Potter and the Order of the Phoenix,17643,1
138,2,Harry Potter and the Order of the Phoenix,17663,5
139,2,Harry Potter and the Order of the Phoenix,17984,5
140,2,Harry Potter and the Order of the Phoenix,18313,5
141,2,Harry Potter and the Order of the Phoenix,18361,4
142,2,Harry Potter and the Order of the Phoenix,19526,4
143,2,Harry Potter and the Order of the Phoenix,19724,5
144,2,Harry Potter and the Order of the Phoenix,19729,4
145,2,Harry Potter and the Order of the Phoenix,19942,5
146,2,Harry Potter and the Order of the Phoenix,21217,4
147,2,Harry Potter and the Order of the Phoenix,21228,4
148,2,Harry Potter and the Order of the Phoenix,21487,5
149,2,Harry Potter and the Order of the Phoenix,21676,5
150,2,Harry Potter and the Order of the Phoenix,21733,5
151,2,Harry Potter and the Order of the Phoenix,22602,4
152,2,Harry Potter and the Order of the Phoenix,23576,5
153,2,Harry Potter and the Order of the Phoenix,23612,5
154,2,Harry Potter and the Order of the Phoenix,24499,5
155,2,Harry Potter and the Order of the Phoenix,24834,4
156,2,Harry Potter and the Order of the Phoenix,25164,4
157,2,Harry Potter and the Order of the Phoenix,25182,5
158,2,Harry Potter and the Order of the Phoenix,26145,4
159,2,Harry Potter and the Order of the Phoenix,26629,4
160,2,Harry Potter and the Order of the Phoenix,27499,5
161,2,Harry Potter and the Order of the Phoenix,28767,4
162,2,Harry Potter and the Order of the Phoenix,30313,5
163,2,Harry Potter and the Order of the Phoenix,30681,4
164,2,Harry Potter and the Order of the Phoenix,30944,5
165,2,Harry Potter and the Order of the Phoenix,32055,4
166,2,Harry Potter and the Order of the Phoenix,32305,5
167,2,Harry Potter and the Order of the Phoenix,32592,4
168,2,Harry Potter and the Order of the Phoenix,32635,4
169,2,Harry Potter and the Order of the Phoenix,32748,5
170,2,Harry Potter and the Order of the Phoenix,32918,5
171,2,Harry Potter and the Order of the Phoenix,33065,5
172,2,Harry Potter and the Order of the Phoenix,33697,4
173,2,Harry Potter and the Order of the Phoenix,33716,5
174,2,Harry Potter and the Order of the Phoenix,33872,5
175,2,Harry Potter and the Order of the Phoenix,36099,5
176,2,Harry Potter and the Order of the Phoenix,37834,4
177,2,Harry Potter and the Order of the Phoenix,38082,5
178,2,Harry Potter and the Order of the Phoenix,42404,5
179,2,Harry Potter and the Order of the Phoenix,42508,4
180,2,Harry Potter and the Order of the Phoenix,42810,4
181,2,Harry Potter and the Order of the Phoenix,45269,4
182,2,Harry Potter and the Order of the Phoenix,45493,5
183,2,Harry Potter and the Order of the Phoenix,46421,5
184,2,Harry Potter and the Order of the Phoenix,46977,3
185,2,Harry Potter and the Order of the Phoenix,47476,3
186,2,Harry Potter and the Order of the Phoenix,47478,2
187,2,Harry Potter and the Order of the Phoenix,47800,5
188,2,Harry Potter and the Order of the Phoenix,48482,5
189,2,Harry Potter and the Order of the Phoenix,48559,5
190,2,Harry Potter and the Order of the Phoenix,48687,1
191,2,Harry Potter and the Order of the Phoenix,49298,5
192,2,Harry Potter and the Order of the Phoenix,50096,5
193,2,Harry Potter and the Order of the Phoenix,50104,5
194,2,Harry Potter and the Order of the Phoenix,50133,5
195,2,Harry Potter and the Order of the Phoenix,51166,5
196,2,Harry Potter and the Order of the Phoenix,51460,4
197,2,Harry Potter and the Order of the Phoenix,51838,4
198,2,Harry Potter and the Order of the Phoenix,52036,3
199,2,Harry Potter and the Order of the Phoenix,53292,5
200,3,Harry Potter and the Philosopher's Stone,314,3
201,3,Harry Potter and the Philosopher's Stone,588,1
202,3,Harry Potter and the Philosopher's Stone,2077,2
203,3,Harry Potter and the Philosopher's Stone,2487,3
204,3,Harry Potter and the Philosopher's Stone,2900,3
205,3,Harry Potter and the Philosopher's Stone,3662,4
206,3,Harry Potter and the Philosopher's Stone,4536,1
207,3,Harry Potter and the Philosopher's Stone,5115,4
208,3,Harry Potter and the Philosopher's Stone,5272,5
209,3,Harry Potter and the Philosopher's Stone,5461,2
210,3,Harry Potter and the Philosopher's Stone,5885,4
211,3,Harry Potter and the Philosopher's Stone,6063,5
212,3,Harry Potter and the Philosopher's Stone,6630,5
213,3,Harry Potter and the Philosopher's Stone,6634,3
214,3,Harry Potter and the Philosopher's Stone,7001,4
215,3,Harry Potter and the Philosopher's Stone,9246,1
216,3,Harry Potter and the Philosopher's Stone,9731,2
217,3,Harry Potter and the Philosopher's Stone,9771,3
218,3,Harry Potter and the Philosopher's Stone,10140,3
219,3,Harry Potter and the Philosopher's Stone,10246,1
220,3,Harry Potter and the Philosopher's Stone,10249,5
221,3,Harry Potter and the Philosopher's Stone,10509,1
222,3,Harry Potter and the Philosopher's Stone,10610,1
223,3,Harry Potter and the Philosopher's Stone,10751,1
224,3,Harry Potter and the Philosopher's Stone,10944,1
225,3,Harry Potter and the Philosopher's Stone,11285,2
226,3,Harry Potter and the Philosopher's Stone,11408,3
227,3,Harry Potter and the Philosopher's Stone,11599,4
228,3,Harry Potter and the Philosopher's Stone,11854,1
229,3,Harry Potter and the Philosopher's Stone,11927,4
230,3,Harry Potter and the Philosopher's Stone,12471,2
231,3,Harry Potter and the Philosopher's Stone,12946,4
232,3,Harry Potter and the Philosopher's Stone,13274,5
233,3,Harry Potter and the Philosopher's Stone,13282,5
234,3,Harry Potter and the Philosopher's Stone,13794,1
235,3,Harry Potter and the Philosopher's Stone,14546,5
236,3,Harry Potter and the Philosopher's Stone,15604,1
237,3,Harry Potter and the Philosopher's Stone,16377,1
238,3,Harry Potter and the Philosopher's Stone,16569,1
239,3,Harry Potter and the Philosopher's Stone,16913,4
240,3,Harry Potter and the Philosopher's Stone,17434,4
241,3,Harry Potter and the Philosopher's Stone,17663,4
242,3,Harry Potter and the Philosopher's Stone,18031,3
243,3,Harry Potter and the Philosopher's Stone,18313,5
244,3,Harry Potter and the Philosopher's Stone,19724,4
245,3,Harry Potter and the Philosopher's Stone,19942,4
246,3,Harry Potter and the Philosopher's Stone,19984,2
247,3,Harry Potter and the Philosopher's Stone,20076,3
248,3,Harry Potter and the Philosopher's Stone,20782,4
249,3,Harry Potter and the Philosopher's Stone,20848,4
250,3,Harry Potter and the Philosopher's Stone,21228,3
251,3,Harry Potter and the Philosopher's Stone,21487,3
252,3,Harry Potter and the Philosopher's Stone,21733,1
253,3,Harry Potter and the Philosopher's Stone,22602,3
254,3,Harry Potter and the Philosopher's Stone,23576,1
255,3,Harry Potter and the Philosopher's Stone,23612,3
256,3,Harry Potter and the Philosopher's Stone,24326,3
257,3,Harry Potter and the Philosopher's Stone,24389,3
258,3,Harry Potter and the Philosopher's Stone,25182,3
259,3,Harry Potter and the Philosopher's Stone,25214,1
260,3,Harry Potter and the Philosopher's Stone,26398,2
261,3,Harry Potter and the Philosopher's Stone,26629,4
262,3,Harry Potter and the Philosopher's Stone,28767,3
263,3,Harry Potter and the Philosopher's Stone,29703,1
264,3,Harry Potter and the Philosopher's Stone,30681,4
265,3,Harry Potter and the Philosopher's Stone,32305,1
266,3,Harry Potter and the Philosopher's Stone,32592,5
267,3,Harry Potter and the Philosopher's Stone,32635,4
268,3,Harry Potter and the Philosopher's Stone,32918,5
269,3,Harry Potter and the Philosopher's Stone,33065,1
270,3,Harry Potter and the Philosopher's Stone,33716,3
271,3,Harry Potter and the Philosopher's Stone,36099,4
272,3,Harry Potter and the Philosopher's Stone,36240,2
273,3,Harry Potter and the Philosopher's Stone,37284,1
274,3,Harry Potter and the Philosopher's Stone,37834,4
275,3,Harry Potter and the Philosopher's Stone,37855,3
276,3,Harry Potter and the Philosopher's Stone,38080,5
277,3,Harry Potter and the Philosopher's Stone,38082,3
278,3,Harry Potter and the Philosopher's Stone,38475,3
279,3,Harry Potter and the Philosopher's Stone,42404,5
280,3,Harry Potter and the Philosopher's Stone,43602,4
281,3,Harry Potter and the Philosopher's Stone,43985,2
282,3,Harry Potter and the Philosopher's Stone,46977,2
283,3,Harry Potter and the Philosopher's Stone,47746,5
284,3,Harry Potter and the Philosopher's Stone,48482,3
285,3,Harry Potter and the Philosopher's Stone,48687,1
286,3,Harry Potter and the Philosopher's Stone,49288,5
287,3,Harry Potter and the Philosopher's Stone,49289,5
288,3,Harry Potter and the Philosopher's Stone,49295,5
289,3,Harry Potter and the Philosopher's Stone,49297,5
290,3,Harry Potter and the Philosopher's Stone,49298,1
291,3,Harry Potter and the Philosopher's Stone,50096,5
292,3,Harry Potter and the Philosopher's Stone,50101,5
293,3,Harry Potter and the Philosopher's Stone,50102,5
294,3,Harry Potter and the Philosopher's Stone,50104,5
295,3,Harry Potter and the Philosopher's Stone,50133,5
296,3,Harry Potter and the Philosopher's Stone,51166,3
297,3,Harry Potter and the Philosopher's Stone,51460,2
298,3,Harry Potter and the Philosopher's Stone,52036,1
299,3,Harry Potter and the Philosopher's Stone,53292,5
300,5,Harry Potter and the Prisoner of Azkaban,314,4
301,5,Harry Potter and the Prisoner of Azkaban,1169,5
302,5,Harry Potter and the Prisoner of Azkaban,1952,5
303,5,Harry Potter and the Prisoner of Azkaban,2324,5
304,5,Harry Potter and the Prisoner of Azkaban,2487,3
305,5,Harry Potter and the Prisoner of Azkaban,2900,5
306,5,Harry Potter and the Prisoner of Azkaban,3022,1
307,5,Harry Potter and the Prisoner of Azkaban,3662,4
308,5,Harry Potter and the Prisoner of Azkaban,3739,5
309,5,Harry Potter and the Prisoner of Azkaban,3922,2
310,5,Harry Potter and the Prisoner of Azkaban,5115,3
311,5,Harry Potter and the Prisoner of Azkaban,5461,5
312,5,Harry Potter and the Prisoner of Azkaban,6342,5
313,5,Harry Potter and the Prisoner of Azkaban,6630,3
314,5,Harry Potter and the Prisoner of Azkaban,7001,5
315,5,Harry Potter and the Prisoner of Azkaban,8167,4
316,5,Harry Potter and the Prisoner of Azkaban,8370,3
317,5,Harry Potter and the Prisoner of Azkaban,9246,3
318,5,Harry Potter and the Prisoner of Azkaban,10111,5
319,5,Harry Potter and the Prisoner of Azkaban,10246,4
320,5,Harry Potter and the Prisoner of Azkaban,10402,4
321,5,Harry Potter and the Prisoner of Azkaban,10944,3
322,5,Harry Potter and the Prisoner of Azkaban,11691,5
323,5,Harry Potter and the Prisoner of Azkaban,11692,4
324,5,Harry Potter and the Prisoner of Azkaban,11868,3
325,5,Harry Potter and the Prisoner of Azkaban,11927,5
326,5,Harry Potter and the Prisoner of Azkaban,11945,4
327,5,Harry Potter and the Prisoner of Azkaban,12381,4
328,5,Harry Potter and the Prisoner of Azkaban,12476,5
329,5,Harry Potter and the Prisoner of Azkaban,12874,4
330,5,Harry Potter and the Prisoner of Azkaban,12946,5
331,5,Harry Potter and the Prisoner of Azkaban,13034,4
332,5,Harry Potter and the Prisoner of Azkaban,13776,4
333,5,Harry Potter and the Prisoner of Azkaban,13794,2
334,5,Harry Potter and the Prisoner of Azkaban,14546,2
335,5,Harry Potter and the Prisoner of Azkaban,14603,4
336,5,Harry Potter and the Prisoner of Azkaban,15547,2
337,5,Harry Potter and the Prisoner of Azkaban,17228,5
338,5,Harry Potter and the Prisoner of Azkaban,17643,2
339,5,Harry Potter and the Prisoner of Azkaban,17663,5
340,5,Harry Potter and the Prisoner of Azkaban,18031,5
341,5,Harry Potter and the Prisoner of Azkaban,18313,2
342,5,Harry Potter and the Prisoner of Azkaban,19526,4
343,5,Harry Potter and the Prisoner of Azkaban,19724,5
344,5,Harry Potter and the Prisoner of Azkaban,19729,4
345,5,Harry Potter and the Prisoner of Azkaban,20406,5
346,5,Harry Potter and the Prisoner of Azkaban,20467,4
347,5,Harry Potter and the Prisoner of Azkaban,21217,4
348,5,Harry Potter and the Prisoner of Azkaban,21228,4
349,5,Harry Potter and the Prisoner of Azkaban,21487,5
350,5,Harry Potter and the Prisoner of Azkaban,21676,4
351,5,Harry Potter and the Prisoner of Azkaban,21733,4
352,5,Harry Potter and the Prisoner of Azkaban,22602,5
353,5,Harry Potter and the Prisoner of Azkaban,23576,5
354,5,Harry Potter and the Prisoner of Azkaban,24499,3
355,5,Harry Potter and the Prisoner of Azkaban,25164,4
356,5,Harry Potter and the Prisoner of Azkaban,25182,5
357,5,Harry Potter and the Prisoner of Azkaban,25840,3
358,5,Harry Potter and the Prisoner of Azkaban,26629,5
359,5,Harry Potter and the Prisoner of Azkaban,26661,5
360,5,Harry Potter and the Prisoner of Azkaban,27499,5
361,5,Harry Potter and the Prisoner of Azkaban,27834,4
362,5,Harry Potter and the Prisoner of Azkaban,28158,4
363,5,Harry Potter and the Prisoner of Azkaban,28767,2
364,5,Harry Potter and the Prisoner of Azkaban,29703,5
365,5,Harry Potter and the Prisoner of Azkaban,29819,2
366,5,Harry Potter and the Prisoner of Azkaban,30681,3
367,5,Harry Potter and the Prisoner of Azkaban,30944,4
368,5,Harry Potter and the Prisoner of Azkaban,32338,3
369,5,Harry Potter and the Prisoner of Azkaban,32635,3
370,5,Harry Potter and the Prisoner of Azkaban,32748,4
371,5,Harry Potter and the Prisoner of Azkaban,32923,5
372,5,Harry Potter and the Prisoner of Azkaban,33065,4
373,5,Harry Potter and the Prisoner of Azkaban,33697,5
374,5,Harry Potter and the Prisoner of Azkaban,33716,4
375,5,Harry Potter and the Prisoner of Azkaban,33872,4
376,5,Harry Potter and the Prisoner of Azkaban,34688,3
377,5,Harry Potter and the Prisoner of Azkaban,36099,3
378,5,Harry Potter and the Prisoner of Azkaban,37284,2
379,5,Harry Potter and the Prisoner of Azkaban,38798,2
380,5,Harry Potter and the Prisoner of Azkaban,39423,2
381,5,Harry Potter and the Prisoner of Azkaban,41074,3
382,5,Harry Potter and the Prisoner of Azkaban,42404,3
383,5,Harry Potter and the Prisoner of Azkaban,44243,2
384,5,Harry Potter and the Prisoner of Azkaban,44397,5
385,5,Harry Potter and the Prisoner of Azkaban,45269,4
386,5,Harry Potter and the Prisoner of Azkaban,45493,5
387,5,Harry Potter and the Prisoner of Azkaban,45554,5
388,5,Harry Potter and the Prisoner of Azkaban,46139,4
389,5,Harry Potter and the Prisoner of Azkaban,46421,5
390,5,Harry Potter and the Prisoner of Azkaban,46482,5
391,5,Harry Potter and the Prisoner of Azkaban,47800,3
392,5,Harry Potter and the Prisoner of Azkaban,48559,3
393,5,Harry Potter and the Prisoner of Azkaban,48687,5
394,5,Harry Potter and the Prisoner of Azkaban,49298,2
395,5,Harry Potter and the Prisoner of Azkaban,50104,5
396,5,Harry Potter and the Prisoner of Azkaban,51166,4
397,5,Harry Potter and the Prisoner of Azkaban,51838,4
398,5,Harry Potter and the Prisoner of Azkaban,52036,4
399,5,Harry Potter and the Prisoner of Azkaban,53292,5
400,6,Harry Potter and the Goblet of Fire,173,5
401,6,Harry Potter and the Goblet of Fire,314,5
402,6,Harry Potter and the Goblet of Fire,725,5
403,6,Harry Potter and the Goblet of Fire,2077,2
404,6,Harry Potter and the Goblet of Fire,2171,5
405,6,Harry Potter and the Goblet of Fire,3662,5
406,6,Harry Potter and the Goblet of Fire,5379,5
407,6,Harry Potter and the Goblet of Fire,6016,5
408,6,Harry Potter and the Goblet of Fire,8440,4
409,6,Harry Potter and the Goblet of Fire,8612,4
410,6,Harry Potter and the Goblet of Fire,9195,3
411,6,Harry Potter and the Goblet of Fire,9246,2
412,6,Harry Potter and the Goblet of Fire,9722,5
413,6,Harry Potter and the Goblet of Fire,10727,5
414,6,Harry Potter and the Goblet of Fire,11599,4
415,6,Harry Potter and the Goblet of Fire,11691,3
416,6,Harry Potter and the Goblet of Fire,11927,5
417,6,Harry Potter and the Goblet of Fire,12476,4
418,6,Harry Potter and the Goblet of Fire,13282,5
419,6,Harry Potter and the Goblet of Fire,14222,4
420,6,Harry Potter and the Goblet of Fire,14285,4
421,6,Harry Potter and the Goblet of Fire,15318,4
422,6,Harry Potter and the Goblet of Fire,16569,5
423,6,Harry Potter and the Goblet of Fire,16913,5
424,6,Harry Potter and the Goblet of Fire,17329,5
425,6,Harry Potter and the Goblet of Fire,17405,4
426,6,Harry Potter and the Goblet of Fire,17984,4
427,6,Harry Potter and the Goblet of Fire,18031,1
428,6,Harry Potter and the Goblet of Fire,18179,1
429,6,Harry Potter and the Goblet of Fire,18199,5
430,6,Harry Potter and the Goblet of Fire,18316,5
431,6,Harry Potter and the Goblet of Fire,18361,5
432,6,Harry Potter and the Goblet of Fire,18550,4
433,6,Harry Potter and the Goblet of Fire,18798,4
434,6,Harry Potter and the Goblet of Fire,18957,5
435,6,Harry Potter and the Goblet of Fire,20076,4
436,6,Harry Potter and the Goblet of Fire,20782,4
437,6,Harry Potter and the Goblet of Fire,21228,4
438,6,Harry Potter and the Goblet of Fire,22212,4
439,6,Harry Potter and the Goblet of Fire,22534,3
440,6,Harry Potter and the Goblet of Fire,24326,5
441,6,Harry Potter and the Goblet of Fire,25030,3
442,6,Harry Potter and the Goblet of Fire,26146,3
443,6,Harry Potter and the Goblet of Fire,26244,5
444,6,Harry Potter and the Goblet of Fire,26398,4
445,6,Harry Potter and the Goblet of Fire,26942,4
446,6,Harry Potter and the Goblet of Fire,28158,3
447,6,Harry Potter and the Goblet of Fire,28831,4
448,6,Harry Potter and the Goblet of Fire,29031,4
449,6,Harry Potter and the Goblet of Fire,29644,5
450,6,Harry Potter and the Goblet of Fire,29689,3
451,6,Harry Potter and the Goblet of Fire,30601,5
452,6,Harry Potter and the Goblet of Fire,30879,5
453,6,Harry Potter and the Goblet of Fire,31001,4
454,6,Harry Potter and the Goblet of Fire,31305,4
455,6,Harry Potter and the Goblet of Fire,31760,4
456,6,Harry Potter and the Goblet of Fire,32419,4
457,6,Harry Potter and the Goblet of Fire,32635,5
458,6,Harry Potter and the Goblet of Fire,32923,4
459,6,Harry Potter and the Goblet of Fire,33119,5
460,6,Harry Potter and the Goblet of Fire,33147,5
461,6,Harry Potter and the Goblet of Fire,33207,4
462,6,Harry Potter and the Goblet of Fire,33872,2
463,6,Harry Potter and the Goblet of Fire,34531,4
464,6,Harry Potter and the Goblet of Fire,35259,2
465,6,Harry Potter and the Goblet of Fire,35982,2
466,6,Harry Potter and the Goblet of Fire,36664,3
467,6,Harry Potter and the Goblet of Fire,37035,4
468,6,Harry Potter and the Goblet of Fire,37041,3
469,6,Harry Potter and the Goblet of Fire,38687,3
470,6,Harry Potter and the Goblet of Fire,38851,5
471,6,Harry Potter and the Goblet of Fire,39720,4
472,6,Harry Potter and the Goblet of Fire,40167,3
473,6,Harry Potter and the Goblet of Fire,40251,5
474,6,Harry Potter and the Goblet of Fire,40490,3
475,6,Harry Potter and the Goblet of Fire,41318,3
476,6,Harry Potter and the Goblet of Fire,43985,4
477,6,Harry Potter and the Goblet of Fire,45493,4
478,6,Harry Potter and the Goblet of Fire,47490,5
479,6,Harry Potter and the Goblet of Fire,47746,5
480,6,Harry Potter and the Goblet of Fire,48687,5
481,6,Harry Potter and the Goblet of Fire,49138,5
482,6,Harry Potter and the Goblet of Fire,49382,5
483,6,Harry Potter and the Goblet of Fire,49830,5
484,6,Harry Potter and the Goblet of Fire,50096,5
485,6,Harry Potter and the Goblet of Fire,50101,5
486,6,Harry Potter and the Goblet of Fire,50102,5
487,6,Harry Potter and the Goblet of Fire,50104,5
488,6,Harry Potter and the Goblet of Fire,50133,5
489,6,Harry Potter and the Goblet of Fire,50610,3
490,6,Harry Potter and the Goblet of Fire,51065,5
491,6,Harry Potter and the Goblet of Fire,51166,5
492,6,Harry Potter and the Goblet of Fire,51480,2
493,6,Harry Potter and the Goblet of Fire,51762,4
494,6,Harry Potter and the Goblet of Fire,52036,2
495,6,Harry Potter and the Goblet of Fire,52469,5
496,6,Harry Potter and the Goblet of Fire,52583,5
497,6,Harry Potter and the Goblet of Fire,52740,2
498,6,Harry Potter and the Goblet of Fire,53145,5
499,6,Harry Potter and the Goblet of Fire,53292,5
500,8,,588,3
501,8,,1952,4
502,8,,2276,4
503,8,,2324,5
504,8,,2900,3
505,8,,3022,1
506,8,,3922,1
507,8,,4606,2
508,8,,5461,4
509,8,,6342,5
510,8,,6630,4
511,8,,7001,5
512,8,,9246,4
513,8,,9771,5
514,8,,10140,3
515,8,,10246,5
516,8,,11285,3
517,8,,11691,5
518,8,,11868,2
519,8,,11945,5
520,8,,12381,3
521,8,,12874,4
522,8,,12946,4
523,8,,13034,4
524,8,,13776,4
525,8,,13794,2
526,8,,13991,4
527,8,,14192,4
528,8,,14207,4
529,8,,14546,2
530,8,,14603,5
531,8,,17228,4
532,8,,17434,5
533,8,,17643,1
534,8,,18313,1
535,8,,19526,4
536,8,,19724,3
